nios2-terminal: connected to hardware target using JTAG UART on cable,,,,,
"nios2-terminal: ""USB-Blaster [USB-0]""", device 1, instance 0,,,
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate),,,,,
,,,,,
[INFO] lab mode is Interrupt,,,,,
[INFO] period, pulse_width, bg_tasks_run, avg_latency, missed, multi_pulses
[INFO] 4056,2028,9570,254,0,0
[INFO] 4058,2029,9570,254,0,0
[INFO] 4060,2030,9573,254,0,0
[INFO] 4062,2031,9578,254,0,0
[INFO] 4064,2032,9573,254,0,0
[INFO] 4066,2033,9572,254,0,0
[INFO] 4068,2034,9575,254,0,0
[INFO] 4070,2035,9581,255,0,0
[INFO] 4072,2036,9575,254,0,0
[INFO] 4074,2037,9575,254,0,0
[INFO] 4076,2038,9575,254,0,0
[INFO] 4078,2039,9581,254,0,0
[INFO] 4080,2040,9575,254,0,0
[INFO] 4082,2041,9575,254,0,0
[INFO] 4084,2042,9577,254,0,0
[INFO] 4086,2043,9581,254,0,0
[INFO] 4088,2044,9578,254,0,0
[INFO] 4090,2045,9577,254,0,0
[INFO] 4092,2046,9577,254,0,0
[INFO] 4094,2047,9584,254,0,0
[INFO] 4096,2048,9587,254,0,0
[INFO] 4098,2049,9579,254,0,0
[INFO] 4100,2050,9580,254,0,0
[INFO] 4102,2051,9584,254,0,0
[INFO] 4104,2052,9585,254,0,0
[INFO] 4106,2053,9580,254,0,0
[INFO] 4108,2054,9581,254,0,0
[INFO] 4110,2055,9584,254,0,0
[INFO] 4112,2056,9590,254,0,0
[INFO] 4114,2057,9583,254,0,0
[INFO] 4116,2058,9583,254,0,0
[INFO] 4118,2059,9586,254,0,0
[INFO] 4120,2060,9591,254,0,0
[INFO] 4122,2061,9585,254,0,0
[INFO] 4124,2062,9585,254,0,0
[INFO] 4126,2063,9585,254,0,0
[INFO] 4128,2064,9590,254,0,0
[INFO] 4130,2065,9596,254,0,0
[INFO] 4132,2066,9585,254,0,0
[INFO] 4134,2067,9587,254,0,0
[INFO] 4136,2068,9591,254,0,0
[INFO] 4138,2069,9598,254,0,0
[INFO] 4140,2070,9589,254,0,0
[INFO] 4142,2071,9589,254,0,0
[INFO] 4144,2072,9591,254,0,0
[INFO] 4146,2073,9596,254,0,0
[INFO] 4148,2074,9590,254,0,0
[INFO] 4150,2075,9590,254,0,0
[INFO] 4152,2076,9591,254,0,0
[INFO] 4154,2077,9597,254,0,0
[INFO] 4156,2078,9602,254,0,0
[INFO] 4158,2079,9593,254,0,0
[INFO] 4160,2080,9594,254,0,0
[INFO] 4162,2081,9600,254,0,0
[INFO] 4164,2082,9607,254,0,0
[INFO] 4166,2083,9595,254,0,0
[INFO] 4168,2084,9597,254,0,0
[INFO] 4170,2085,9599,254,0,0
[INFO] 4172,2086,9602,254,0,0
[INFO] 4174,2087,9596,254,0,0
[INFO] 4176,2088,9595,254,0,0
[INFO] 4178,2089,9595,254,0,0
[INFO] 4180,2090,9601,254,0,0
[INFO] 4182,2091,9606,254,0,0
[INFO] 4184,2092,9597,254,0,0
[INFO] 4186,2093,9597,254,0,0
[INFO] 4188,2094,9601,254,0,0
[INFO] 4190,2095,9606,254,0,0
[INFO] 4192,2096,9600,254,0,0
[INFO] 4194,2097,9598,254,0,0
[INFO] 4196,2098,9601,254,0,0
[INFO] 4198,2099,9606,254,0,0
[INFO] 4200,2100,9601,254,0,0
[INFO] 4202,2101,9601,254,0,0
[INFO] 4204,2102,9602,254,0,0
[INFO] 4206,2103,9606,254,0,0
[INFO] 4208,2104,9611,254,0,0
[INFO] 4210,2105,9604,254,0,0
[INFO] 4212,2106,9603,254,0,0
[INFO] 4214,2107,9606,254,0,0
[INFO] 4216,2108,9610,254,0,0
[INFO] 4218,2109,9605,254,0,0
[INFO] 4220,2110,9605,254,0,0
[INFO] 4222,2111,9606,254,0,0
[INFO] 4224,2112,9610,254,0,0
[INFO] 4226,2113,9615,254,0,0
[INFO] 4228,2114,9611,254,0,0
[INFO] 4230,2115,9607,254,0,0
[INFO] 4232,2116,9609,254,0,0
[INFO] 4234,2117,9614,254,0,0
[INFO] 4236,2118,9609,254,0,0
[INFO] 4238,2119,9608,254,0,0
[INFO] 4240,2120,9610,254,0,0
[INFO] 4242,2121,9615,254,0,0
[INFO] 4244,2122,9618,254,0,0
[INFO] 4246,2123,9611,254,0,0
[INFO] 4248,2124,9611,254,0,0
[INFO] 4250,2125,9613,254,0,0
[INFO] 4252,2126,9618,254,0,0
[INFO] 4254,2127,9612,254,0,0
[INFO] 4256,2128,9612,254,0,0
[INFO] 4258,2129,9613,254,0,0
[INFO] 4260,2130,9619,254,0,0
[INFO] 4262,2131,9622,254,0,0
[INFO] 4264,2132,9615,254,0,0
[INFO] 4266,2133,9615,254,0,0
[INFO] 4268,2134,9617,254,0,0
[INFO] 4270,2135,9622,254,0,0
[INFO] 4272,2136,9617,254,0,0
[INFO] 4274,2137,9615,254,0,0
[INFO] 4276,2138,9615,254,0,0
[INFO] 4278,2139,9620,254,0,0
[INFO] 4280,2140,9625,254,0,0
[INFO] 4282,2141,9618,254,0,0
[INFO] 4284,2142,9617,254,0,0
[INFO] 4286,2143,9620,254,0,0
[INFO] 4288,2144,9625,254,0,0
[INFO] 4290,2145,9619,254,0,0
[INFO] 4292,2146,9620,254,0,0
[INFO] 4294,2147,9618,254,0,0
[INFO] 4296,2148,9623,254,0,0
[INFO] 4298,2149,9628,254,0,0
[INFO] 4300,2150,9621,254,0,0
[INFO] 4302,2151,9622,254,0,0
[INFO] 4304,2152,9622,254,0,0
[INFO] 4306,2153,9627,254,0,0
[INFO] 4308,2154,9632,254,0,0
[INFO] 4310,2155,9622,254,0,0
[INFO] 4312,2156,9624,254,0,0
[INFO] 4314,2157,9626,254,0,0
[INFO] 4316,2158,9631,254,0,0
[INFO] 4318,2159,9627,254,0,0
[INFO] 4320,2160,9625,254,0,0
[INFO] 4322,2161,9626,254,0,0
[INFO] 4324,2162,9629,254,0,0
[INFO] 4326,2163,9634,254,0,0
[INFO] 4328,2164,9628,254,0,0
[INFO] 4330,2165,9626,254,0,0
[INFO] 4332,2166,9630,254,0,0
[INFO] 4334,2167,9632,254,0,0
[INFO] 4336,2168,9637,254,0,0
[INFO] 4338,2169,9629,254,0,0
[INFO] 4340,2170,9628,254,0,0
[INFO] 4342,2171,9631,254,0,0
[INFO] 4344,2172,9635,254,0,0
[INFO] 4346,2173,9630,254,0,0
[INFO] 4348,2174,9630,254,0,0
[INFO] 4350,2175,9647,254,0,0
[INFO] 4352,2176,9636,254,0,0
[INFO] 4354,2177,9646,254,0,0
[INFO] 4356,2178,9635,254,0,0
[INFO] 4358,2179,9636,254,0,0
[INFO] 4360,2180,9635,254,0,0
[INFO] 4362,2181,9638,254,0,0
[INFO] 4364,2182,9642,254,0,0
[INFO] 4366,2183,9634,254,0,0
[INFO] 4368,2184,9634,254,0,0
[INFO] 4370,2185,9633,254,0,0
[INFO] 4372,2186,9639,254,0,0
[INFO] 4374,2187,9645,254,0,0
[INFO] 4376,2188,9635,254,0,0
[INFO] 4378,2189,9635,254,0,0
[INFO] 4380,2190,9637,254,0,0
[INFO] 4382,2191,9643,254,0,0
[INFO] 4384,2192,9639,254,0,0
[INFO] 4386,2193,9637,254,0,0
[INFO] 4388,2194,9637,254,0,0
[INFO] 4390,2195,9640,254,0,0
[INFO] 4392,2196,9645,254,0,0
[INFO] 4394,2197,9642,254,0,0
[INFO] 4396,2198,9640,254,0,0
[INFO] 4398,2199,9640,254,0,0
[INFO] 4400,2200,9642,254,0,0
[INFO] 4402,2201,9648,254,0,0
[INFO] 4404,2202,9642,254,0,0
[INFO] 4406,2203,9639,254,0,0
[INFO] 4408,2204,9641,254,0,0
[INFO] 4410,2205,9646,254,0,0
[INFO] 4412,2206,9650,254,0,0
[INFO] 4414,2207,9644,254,0,0
[INFO] 4416,2208,9643,254,0,0
[INFO] 4418,2209,9643,254,0,0
[INFO] 4420,2210,9650,254,0,0
[INFO] 4422,2211,9651,254,0,0
[INFO] 4424,2212,9644,254,0,0
[INFO] 4426,2213,9645,254,0,0
[INFO] 4428,2214,9646,254,0,0
[INFO] 4430,2215,9650,254,0,0
[INFO] 4432,2216,9656,254,0,0
[INFO] 4434,2217,9646,254,0,0
[INFO] 4436,2218,9646,254,0,0
[INFO] 4438,2219,9648,254,0,0
[INFO] 4440,2220,9653,254,0,0
[INFO] 4442,2221,9658,254,0,0
[INFO] 4444,2222,9649,254,0,0
[INFO] 4446,2223,9649,254,0,0
[INFO] 4448,2224,9650,254,0,0
[INFO] 4450,2225,9656,254,0,0
[INFO] 4452,2226,9661,255,0,0
[INFO] 4454,2227,9652,254,0,0
[INFO] 4456,2228,9651,254,0,0
[INFO] 4458,2229,9652,254,0,0
[INFO] 4460,2230,9657,254,0,0
[INFO] 4462,2231,9661,254,0,0
[INFO] 4464,2232,9652,254,0,0
[INFO] 4466,2233,9653,254,0,0
[INFO] 4468,2234,9654,254,0,0
[INFO] 4470,2235,9659,254,0,0
[INFO] 4472,2236,9663,254,0,0
[INFO] 4474,2237,9654,254,0,0
[INFO] 4476,2238,9655,254,0,0
[INFO] 4478,2239,9656,254,0,0
[INFO] 4480,2240,9661,254,0,0
[INFO] 4482,2241,9666,254,0,0
[INFO] 4484,2242,9657,254,0,0
[INFO] 4486,2243,9653,254,0,0
[INFO] 4488,2244,9656,254,0,0
[INFO] 4490,2245,9662,254,0,0
[INFO] 4492,2246,9667,254,0,0
[INFO] 4494,2247,9658,254,0,0
[INFO] 4496,2248,9658,254,0,0
[INFO] 4498,2249,9659,254,0,0
[INFO] 4500,2250,9665,254,0,0
[INFO] 4502,2251,9670,254,0,0
[INFO] 4504,2252,9660,254,0,0
[INFO] 4506,2253,9660,254,0,0
[INFO] 4508,2254,9661,254,0,0
[INFO] 4510,2255,9665,254,0,0
[INFO] 4512,2256,9671,254,0,0
[INFO] 4514,2257,9662,254,0,0
[INFO] 4516,2258,9661,254,0,0
[INFO] 4518,2259,9662,254,0,0
[INFO] 4520,2260,9669,254,0,0
[INFO] 4522,2261,9672,254,0,0
[INFO] 4524,2262,9664,254,0,0
[INFO] 4526,2263,9664,254,0,0
[INFO] 4528,2264,9663,254,0,0
[INFO] 4530,2265,9668,254,0,0
[INFO] 4532,2266,9672,254,0,0
[INFO] 4534,2267,9665,254,0,0
[INFO] 4536,2268,9666,254,0,0
[INFO] 4538,2269,9665,254,0,0
[INFO] 4540,2270,9670,254,0,0
[INFO] 4542,2271,9675,254,0,0
[INFO] 4544,2272,9670,254,0,0
[INFO] 4546,2273,9672,256,0,0
[INFO] 4548,2274,9668,254,0,0
[INFO] 4550,2275,9673,254,0,0
[INFO] 4552,2276,9677,254,0,0
[INFO] 4554,2277,9670,254,0,0
[INFO] 4556,2278,9669,254,0,0
[INFO] 4558,2279,9668,254,0,0
[INFO] 4560,2280,9671,254,0,0
[INFO] 4562,2281,9675,254,0,0
[INFO] 4564,2282,9680,254,0,0
[INFO] 4566,2283,9670,254,0,0
[INFO] 4568,2284,9670,254,0,0
[INFO] 4570,2285,9672,254,0,0
[INFO] 4572,2286,9677,254,0,0
[INFO] 4574,2287,9682,254,0,0
[INFO] 4576,2288,9671,254,0,0
[INFO] 4578,2289,9672,254,0,0
[INFO] 4580,2290,9673,254,0,0
[INFO] 4582,2291,9677,254,0,0
[INFO] 4584,2292,9682,254,0,0
[INFO] 4586,2293,9675,254,0,0
[INFO] 4588,2294,9674,254,0,0
[INFO] 4590,2295,9674,254,0,0
[INFO] 4592,2296,9678,254,0,0
[INFO] 4594,2297,9682,254,0,0
[INFO] 4596,2298,9676,254,0,0
[INFO] 4598,2299,9676,254,0,0
[INFO] 4600,2300,9676,254,0,0
[INFO] 4602,2301,9678,254,0,0
[INFO] 4604,2302,9684,254,0,0
[INFO] 4606,2303,9687,254,0,0
[INFO] 4608,2304,9678,254,0,0
[INFO] 4610,2305,9681,254,0,0
[INFO] 4612,2306,9679,254,0,0
[INFO] 4614,2307,9682,254,0,0
[INFO] 4616,2308,9687,254,0,0
[INFO] 4618,2309,9680,254,0,0
[INFO] 4620,2310,9679,254,0,0
[INFO] 4622,2311,9680,254,0,0
[INFO] 4624,2312,9685,254,0,0
[INFO] 4626,2313,9687,254,0,0
[INFO] 4628,2314,9682,254,0,0
[INFO] 4630,2315,9681,254,0,0
[INFO] 4632,2316,9681,254,0,0
[INFO] 4634,2317,9683,254,0,0
[INFO] 4636,2318,9688,254,0,0
[INFO] 4638,2319,9693,254,0,0
[INFO] 4640,2320,9684,254,0,0
[INFO] 4642,2321,9685,254,0,0
[INFO] 4644,2322,9684,254,0,0
[INFO] 4646,2323,9689,254,0,0
[INFO] 4648,2324,9693,254,0,0
[INFO] 4650,2325,9685,254,0,0
[INFO] 4652,2326,9685,254,0,0
[INFO] 4654,2327,9686,254,0,0
[INFO] 4656,2328,9688,254,0,0
[INFO] 4658,2329,9692,254,0,0
[INFO] 4660,2330,9697,254,0,0
[INFO] 4662,2331,9687,254,0,0
[INFO] 4664,2332,9687,254,0,0
[INFO] 4666,2333,9688,254,0,0
[INFO] 4668,2334,9693,254,0,0
[INFO] 4670,2335,9698,254,0,0
[INFO] 4672,2336,9688,254,0,0
[INFO] 4674,2337,9689,254,0,0
[INFO] 4676,2338,9688,254,0,0
[INFO] 4678,2339,9692,254,0,0
[INFO] 4680,2340,9697,254,0,0
[INFO] 4682,2341,9690,254,0,0
[INFO] 4684,2342,9691,254,0,0
[INFO] 4686,2343,9691,254,0,0
[INFO] 4688,2344,9693,254,0,0
[INFO] 4690,2345,9697,254,0,0
[INFO] 4692,2346,9700,254,0,0
[INFO] 4694,2347,9693,254,0,0
[INFO] 4696,2348,9693,254,0,0
[INFO] 4698,2349,9693,254,0,0
[INFO] 4700,2350,9698,254,0,0
[INFO] 4702,2351,9699,254,0,0
[INFO] 4704,2352,9694,254,0,0
[INFO] 4706,2353,9694,254,0,0
[INFO] 4708,2354,9694,254,0,0
[INFO] 4710,2355,9696,254,0,0
[INFO] 4712,2356,9700,254,0,0
[INFO] 4714,2357,9707,254,0,0
[INFO] 4716,2358,9696,254,0,0
[INFO] 4718,2359,9696,254,0,0
[INFO] 4720,2360,9696,254,0,0
[INFO] 4722,2361,9699,254,0,0
[INFO] 4724,2362,9704,254,0,0
[INFO] 4726,2363,9707,254,0,0
[INFO] 4728,2364,9697,254,0,0
[INFO] 4730,2365,9698,254,0,0
[INFO] 4732,2366,9714,254,0,0
[INFO] 4734,2367,9705,254,0,0
[INFO] 4736,2368,9714,254,0,0
[INFO] 4738,2369,9703,254,0,0
[INFO] 4740,2370,9703,254,0,0
[INFO] 4742,2371,9702,254,0,0
[INFO] 4744,2372,9703,254,0,0
[INFO] 4746,2373,9707,254,0,0
[INFO] 4748,2374,9711,254,0,0
[INFO] 4750,2375,9701,254,0,0
[INFO] 4752,2376,9700,254,0,0
[INFO] 4754,2377,9701,254,0,0
[INFO] 4756,2378,9706,254,0,0
[INFO] 4758,2379,9709,254,0,0
[INFO] 4760,2380,9703,254,0,0
[INFO] 4762,2381,9703,254,0,0
[INFO] 4764,2382,9704,254,0,0
[INFO] 4766,2383,9704,254,0,0
[INFO] 4768,2384,9708,254,0,0
[INFO] 4770,2385,9713,254,0,0
[INFO] 4772,2386,9705,254,0,0
[INFO] 4774,2387,9705,254,0,0
[INFO] 4776,2388,9708,254,0,0
[INFO] 4778,2389,9706,254,0,0
[INFO] 4780,2390,9712,254,0,0
[INFO] 4782,2391,9715,254,0,0
[INFO] 4784,2392,9707,254,0,0
[INFO] 4786,2393,9707,254,0,0
[INFO] 4788,2394,9705,254,0,0
[INFO] 4790,2395,9710,254,0,0
[INFO] 4792,2396,9715,254,0,0
[INFO] 4794,2397,9719,254,0,0
[INFO] 4796,2398,9710,254,0,0
[INFO] 4798,2399,9709,254,0,0
[INFO] 4800,2400,9709,254,0,0
[INFO] 4802,2401,9715,254,0,0
[INFO] 4804,2402,9716,254,0,0
[INFO] 4806,2403,9709,254,0,0
[INFO] 4808,2404,9711,254,0,0
[INFO] 4810,2405,9711,254,0,0
[INFO] 4812,2406,9712,254,0,0
[INFO] 4814,2407,9716,254,0,0
[INFO] 4816,2408,9720,254,0,0
[INFO] 4818,2409,9712,254,0,0
[INFO] 4820,2410,9712,254,0,0
[INFO] 4822,2411,9712,254,0,0
[INFO] 4824,2412,9715,254,0,0
[INFO] 4826,2413,9719,254,0,0
[INFO] 4828,2414,9724,254,0,0
[INFO] 4830,2415,9714,254,0,0
[INFO] 4832,2416,9715,254,0,0
[INFO] 4834,2417,9716,255,0,0
[INFO] 4836,2418,9718,254,0,0
[INFO] 4838,2419,9722,254,0,0
[INFO] 4840,2420,9726,254,0,0
[INFO] 4842,2421,9716,254,0,0
[INFO] 4844,2422,9716,254,0,0
[INFO] 4846,2423,9716,254,0,0
[INFO] 4848,2424,9720,254,0,0
[INFO] 4850,2425,9724,254,0,0
[INFO] 4852,2426,9728,254,0,0
[INFO] 4854,2427,9718,254,0,0
[INFO] 4856,2428,9718,254,0,0
[INFO] 4858,2429,9719,254,0,0
[INFO] 4860,2430,9722,254,0,0
[INFO] 4862,2431,9726,254,0,0
[INFO] 4864,2432,9731,254,0,0
[INFO] 4866,2433,9721,254,0,0
[INFO] 4868,2434,9717,254,0,0
[INFO] 4870,2435,9719,254,0,0
[INFO] 4872,2436,9724,254,0,0
[INFO] 4874,2437,9728,254,0,0
[INFO] 4876,2438,9733,254,0,0
[INFO] 4878,2439,9722,254,0,0
[INFO] 4880,2440,9722,254,0,0
[INFO] 4882,2441,9723,254,0,0
[INFO] 4884,2442,9727,254,0,0
[INFO] 4886,2443,9730,254,0,0
[INFO] 4888,2444,9724,254,0,0
[INFO] 4890,2445,9723,254,0,0
[INFO] 4892,2446,9723,254,0,0
[INFO] 4894,2447,9724,254,0,0
[INFO] 4896,2448,9728,254,0,0
[INFO] 4898,2449,9732,254,0,0
[INFO] 4900,2450,9725,254,0,0
[INFO] 4902,2451,9727,254,0,0
[INFO] 4904,2452,9726,254,0,0
[INFO] 4906,2453,9726,254,0,0
[INFO] 4908,2454,9730,254,0,0
[INFO] 4910,2455,9734,254,0,0
[INFO] 4912,2456,9738,254,0,0
[INFO] 4914,2457,9727,254,0,0
[INFO] 4916,2458,9727,254,0,0
[INFO] 4918,2459,9728,254,0,0
[INFO] 4920,2460,9731,254,0,0
[INFO] 4922,2461,9736,254,0,0
[INFO] 4924,2462,9741,254,0,0
[INFO] 4926,2463,9732,254,0,0
[INFO] 4928,2464,9734,255,0,0
[INFO] 4930,2465,9730,254,0,0
[INFO] 4932,2466,9736,254,0,0
[INFO] 4934,2467,9739,254,0,0
[INFO] 4936,2468,9742,254,0,0
[INFO] 4938,2469,9731,254,0,0
[INFO] 4940,2470,9730,254,0,0
[INFO] 4942,2471,9730,254,0,0
[INFO] 4944,2472,9734,254,0,0
[INFO] 4946,2473,9738,254,0,0
[INFO] 4948,2474,9742,254,0,0
[INFO] 4950,2475,9732,254,0,0
[INFO] 4952,2476,9732,254,0,0
[INFO] 4954,2477,9733,254,0,0
[INFO] 4956,2478,9736,254,0,0
[INFO] 4958,2479,9739,254,0,0
[INFO] 4960,2480,9744,254,0,0
[INFO] 4962,2481,9734,254,0,0
[INFO] 4964,2482,9734,254,0,0
[INFO] 4966,2483,9734,254,0,0
[INFO] 4968,2484,9737,254,0,0
[INFO] 4970,2485,9740,254,0,0
[INFO] 4972,2486,9745,254,0,0
[INFO] 4974,2487,9737,254,0,0
[INFO] 4976,2488,9736,254,0,0
[INFO] 4978,2489,9736,254,0,0
[INFO] 4980,2490,9738,254,0,0
[INFO] 4982,2491,9742,254,0,0
[INFO] 4984,2492,9746,254,0,0
[INFO] 4986,2493,9739,254,0,0
[INFO] 4988,2494,9738,254,0,0
[INFO] 4990,2495,9738,254,0,0
[INFO] 4992,2496,9741,254,0,0
[INFO] 4994,2497,9743,254,0,0
[INFO] 4996,2498,9746,254,0,0
[INFO] 4998,2499,9751,254,0,0
[INFO] 5000,2500,9740,254,0,0
,,,,,
,,,,,
nios2-terminal: exiting due to ^C on host,,,,,
